"LOCATION","Country","VARIABLE","Variable","SCENARIO","Scenario","FREQUENCY","Frequency","TIME","Time","Value","Flag Codes","Flags"
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2016","2016",1141524823799.81,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2017","2017",1169210535649.65,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2018","2018",1202453881037.07,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2019","2019",1225634514382.66,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2020","2020",1202792223571.83,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2021","2021",1265290284746.7,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2022","2022",1312306196588.78,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2023","2023",1336858711474.97,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2024","2024",1355018378870.17,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2025","2025",1383375640304.39,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2026","2026",1417998000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2027","2027",1454598000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2028","2028",1491751000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2029","2029",1529240000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2030","2030",1567202000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2031","2031",1605994000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2032","2032",1645716000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2033","2033",1686437000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2034","2034",1728198000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2035","2035",1771027000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2036","2036",1814950000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2037","2037",1860023000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2038","2038",1906309000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2039","2039",1953848000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2040","2040",2002627000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2041","2041",2052573000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2042","2042",2103570000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2043","2043",2155392000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2044","2044",2207841000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2045","2045",2260694000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2046","2046",2313703000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2047","2047",2366581000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2048","2048",2418909000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2049","2049",2470130000000,,
"AUS","Australia","GDPVD","Gross domestic product, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2050","2050",2519346000000,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1990","1990",30106.7283745459,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1991","1991",29330.3361286525,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1992","1992",29879.4050029386,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1993","1993",30827.5244852014,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1994","1994",31982.0001848887,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1995","1995",32618.6387730886,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1996","1996",33504.4104994507,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1997","1997",34527.1721111336,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1998","1998",35879.5023728783,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","1999","1999",36941.362425764,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2000","2000",37758.5949674386,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2001","2001",38297.656868934,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2002","2002",39385.4223347852,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2003","2003",40157.4787458337,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2004","2004",41302.0737914481,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2005","2005",42031.7535737019,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2006","2006",42581.6679464562,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2007","2007",43640.7842011595,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2008","2008",43809.1306309786,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2009","2009",43765.7725217322,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2010","2010",44160.5372724222,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2011","2011",44709.533999966,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2012","2012",45647.1370316946,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2013","2013",45841.1100317281,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2014","2014",46304.0042964325,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2015","2015",46677.9800959158,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2016","2016",47188.1915844309,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2017","2017",47540.0922026189,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2018","2018",48162.5003419396,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2019","2019",48367.1997214963,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2020","2020",46882.7970661746,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2021","2021",49255.8922126082,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2022","2022",50480.8873865226,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2023","2023",50475.7139182801,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2024","2024",50257.3518886562,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2025","2025",50439.368838906,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2026","2026",50878.74,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2027","2027",51412.24,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2028","2028",51948.35,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2029","2029",52518.12,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2030","2030",53091.01,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2031","2031",53714.73,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2032","2032",54355.19,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2033","2033",55015.97,,
"AUS","Australia","GDPVD_CAP","Gross domestic product per capita, volume, USD at 2015 Purchasing Power Parities","S1","Energy transition","A","Annual","2034","2034",55695.65,,
