DATAFLOW,LAST UPDATE,freq,wst_oper,unit,geo,TIME_PERIOD,OBS_VALUE,OBS_FLAG
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,HR,2020,418,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,HR,2021,447,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,HU,2012,402,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,HU,2013,378,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,HU,2014,385,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,HU,2015,377,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,HU,2016,379,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,HU,2017,385,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,HU,2018,381,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,HU,2019,387,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,HU,2020,403,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,HU,2021,416,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,IE,2012,585,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,IE,2014,562,b
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,IE,2016,581,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,IE,2017,576,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,IE,2018,598,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,IE,2019,625,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,IE,2020,644,b
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,IS,2012,511,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,IS,2013,516,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,IS,2014,535,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,IS,2015,588,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,IS,2016,655,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,IS,2017,656,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,IS,2018,702,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,IS,2020,614,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,IS,2021,659,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,IT,2012,504,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,IT,2013,491,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,IT,2014,488,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,IT,2015,486,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,IT,2016,497,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,IT,2017,488,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,IT,2018,499,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,IT,2019,503,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,IT,2020,487,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,IT,2021,495,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LT,2012,445,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LT,2013,433,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LT,2014,433,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LT,2015,448,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LT,2016,444,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LT,2017,455,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LT,2018,464,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LT,2019,472,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LT,2020,483,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LT,2021,480,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LU,2012,652,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LU,2013,616,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LU,2014,626,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LU,2015,607,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LU,2016,815,b
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LU,2017,798,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LU,2018,803,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LU,2019,791,e
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LU,2020,790,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LU,2021,793,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LV,2012,323,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LV,2013,350,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LV,2014,364,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LV,2015,404,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LV,2016,410,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LV,2017,411,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LV,2018,407,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LV,2019,439,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LV,2020,478,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,LV,2021,461,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,ME,2012,496,e
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,ME,2013,499,e
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,ME,2014,479,e
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,ME,2015,498,e
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,ME,2016,493,e
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,ME,2017,490,e
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,ME,2018,516,e
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,ME,2019,545,e
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,ME,2020,486,e
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,ME,2021,515,e
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,MK,2012,381,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,MK,2013,384,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,MK,2014,370,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,MK,2015,380,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,MK,2018,412,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,MK,2019,441,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,MK,2020,441,e
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,MK,2021,459,e
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,MT,2012,612,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,MT,2013,602,
ESTAT:ENV_WASMUN(1.0),21/08/23 23:00:00,A,GEN,KG_HAB,MT,2014,628,
