STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,REF_AREA,Reference area,FREQ,Frequency of observation,MEASURE,Measure,UNIT_MEASURE,Unit of measure,TIME_PERIOD,Time period,OBS_VALUE,Observation value,OBS_STATUS,Observation status,UNIT_MULT,Unit multiplier,DECIMALS,Decimals,CONVERSION_TYPE,Conversion type,BASE_PER,Base period,PRICE_BASE,Price base
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,OTHMUN,Other municipal waste,T,Tonnes,1980,,438,,E,Estimated value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,OTHMUN,Other municipal waste,T,Tonnes,1985,,424.8,,E,Estimated value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,OTHMUN,Other municipal waste,T,Tonnes,1990,,552,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,OTHMUN,Other municipal waste,T,Tonnes,1995,,967,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,OTHMUN,Other municipal waste,T,Tonnes,1996,,975,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,OTHMUN,Other municipal waste,T,Tonnes,1997,,844,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,OTHMUN,Other municipal waste,T,Tonnes,1998,,771,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,OTHMUN,Other municipal waste,T,Tonnes,1999,,915,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,OTHMUN,Other municipal waste,T,Tonnes,2000,,967,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,OTHMUN,Other municipal waste,T,Tonnes,2001,,1005,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,OTHMUN,Other municipal waste,T,Tonnes,2002,,1152,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,OTHMUN,Other municipal waste,T,Tonnes,2003,,1100,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,OTHMUN,Other municipal waste,T,Tonnes,2004,,1164.3,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,OTHMUN,Other municipal waste,T,Tonnes,2005,,1188.4,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,OTHMUN,Other municipal waste,T,Tonnes,2006,,1198.4,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,OTHMUN,Other municipal waste,T,Tonnes,2007,,1200.7,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,OTHMUN,Other municipal waste,T,Tonnes,2008,,1102.1,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,OTHMUN,Other municipal waste,T,Tonnes,2009,,978.5,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,OTHMUN,Other municipal waste,T,Tonnes,2010,,1075.7,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,OTHMUN,Other municipal waste,T,Tonnes,2020,,3253.58,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BEL,Belgium,A,Annual,OTHMUN,Other municipal waste,T,Tonnes,2021,,3264.37,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,1995,,100,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,1996,,100,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,1997,,100,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,1998,,80.29919,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,1999,,80.61018,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2000,,80.84528,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2001,,80.59476,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2002,,80.54573,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2003,,80.49395,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2004,,79.58816,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2005,,79.25385,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2006,,76.62952,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2009,,79.39197,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2010,,75.19782,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2011,,72.39921,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2012,,73.41972,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2013,,69.67846,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2014,,73.8016,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2015,,67.36487,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2016,,64.33785,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2017,,61.96679,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2018,,61.21021,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2019,,61.96679,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,DISPOSAL,Disposal operations,PT_WST_TR,Percentage of treated waste,2020,,53.19865,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,1995,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,1996,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,1997,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,1998,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,1999,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2000,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2001,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2002,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2003,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2004,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2005,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2006,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2009,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2010,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2011,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2012,,0,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2013,,1.575563,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2014,,1.697736,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2015,,2.77027,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2016,,3.788669,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2017,,3.353956,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2018,,7.275271,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2019,,3.353956,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,BGR,Bulgaria,A,Annual,INCINERATION_WITH,Incineration with energy recovery,PT_WST_TR,Percentage of treated waste,2020,,4.826038,,A,Normal value,0,Units,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,COMPOST,Composting,T,Tonnes,1996,,576.77,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,COMPOST,Composting,T,Tonnes,1998,,678.12,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,COMPOST,Composting,T,Tonnes,2000,,979.79,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,COMPOST,Composting,T,Tonnes,2002,,1310.79,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,COMPOST,Composting,T,Tonnes,2004,,1519.6,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,COMPOST,Composting,T,Tonnes,2006,,1906.11,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,COMPOST,Composting,T,Tonnes,2008,,2332.3,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,COMPOST,Composting,T,Tonnes,2010,,2212.48,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,COMPOST,Composting,T,Tonnes,2012,,2453.33,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,COMPOST,Composting,T,Tonnes,2014,,2686.53,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,COMPOST,Composting,T,Tonnes,2016,,2595.61,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,COMPOST,Composting,T,Tonnes,2018,,2878.96,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,COMPOST,Composting,T,Tonnes,2020,,3152.77,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,RECOVERY,Recovery operations,T,Tonnes,1996,,3795.41,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,RECOVERY,Recovery operations,T,Tonnes,1998,,5729.18,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,RECOVERY,Recovery operations,T,Tonnes,2000,,6138.54,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,RECOVERY,Recovery operations,T,Tonnes,2002,,6641.55,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,RECOVERY,Recovery operations,T,Tonnes,2004,,7112.74,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,RECOVERY,Recovery operations,T,Tonnes,2006,,7626.68,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,RECOVERY,Recovery operations,T,Tonnes,2008,,8310.57,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,RECOVERY,Recovery operations,T,Tonnes,2010,,8096.12,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,RECOVERY,Recovery operations,T,Tonnes,2012,,8464.65,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,RECOVERY,Recovery operations,T,Tonnes,2014,,9074.84,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,RECOVERY,Recovery operations,T,Tonnes,2016,,9275.08,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,RECOVERY,Recovery operations,T,Tonnes,2018,,9551.23,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,RECOVERY,Recovery operations,T,Tonnes,2020,,9903.03,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,RECYCLING,Recycling,T,Tonnes,1996,,3218.65,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,RECYCLING,Recycling,T,Tonnes,1998,,5051.06,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,RECYCLING,Recycling,T,Tonnes,2000,,5158.75,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,RECYCLING,Recycling,T,Tonnes,2002,,5330.76,,A,Normal value,3,Thousands,1,One,,,,,,
DATAFLOW,OECD.ENV.EPI:DSD_MUNW@DF_MUNW(1.0),Waste - Municipal waste: generation and treatment,I,CAN,Canada,A,Annual,RECYCLING,Recycling,T,Tonnes,2004,,5593.13,,A,Normal value,3,Thousands,1,One,,,,,,
