,LOCATION,TIME,MSW_GEN_T,INC_T,INC%,DIS%,RCY%
1187,SVN,2049,1318991.2697837225,171283.98594367082,0.12985983294018055,1.6973605233560387e-05,0.8701231934545859
1188,SVN,2050,1324511.6606527083,171970.06030027298,0.12983657706382712,1.26213969990671e-05,0.8701508015391738
1189,CYP,2010,576000.0,0.0,0.0,0.8877005347593583,0.11229946524064172
1190,CYP,2011,575000.0,0.0,0.0,0.8831168831168831,0.11688311688311688
1191,CYP,2012,574000.0,0.0,0.0,0.8648148148148148,0.13333333333333333
1192,CYP,2013,532000.0,0.0,0.0,0.8543307086614174,0.14566929133858267
1193,CYP,2014,513000.0,4000.0,0.008350730688935281,0.8329853862212944,0.15866388308977036
1194,CYP,2015,525000.0,0.0,0.0,0.8249496981891348,0.1750503018108652
1195,CYP,2016,539000.0,2000.0,0.0038910505836575876,0.7976653696498055,0.16926070038910507
1196,CYP,2017,537000.0,2000.0,0.003913894324853229,0.8277886497064579,0.16829745596868884
1197,CYP,2018,562000.0,4000.0,0.008146639511201629,0.8004073319755601,0.19144602851323828
1198,CYP,2019,571000.0,6000.0,0.0125,0.7895833333333333,0.19791666666666666
1199,CYP,2020,543000.0,8000.0,0.017316017316017316,0.7878787878787878,0.19480519480519481
1200,CYP,2021,570000.0,14000.0,0.03076923076923077,0.778021978021978,0.1912087912087912
1201,CYP,2022,599858.8005113062,13702.476700917141,0.02284283682966301,0.7917322492116164,0.18542491395872054
1202,CYP,2023,617686.6190057358,17514.037529252026,0.028354244677412044,0.7844591701874755,0.1871865851351125
1203,CYP,2024,629048.376149883,21502.340472305063,0.03418233205514501,0.7772047638470047,0.18861290409785034
1204,CYP,2025,638884.0386369061,25725.49762950097,0.04026630197928832,0.7699698773547452,0.18976382066596648
1205,CYP,2026,648047.6865593051,30169.642946739674,0.04655466499220154,0.7627553483713708,0.19068998663642764
1206,CYP,2027,656595.6802425085,34802.41763205657,0.053004335360845756,0.7555620046873694,0.1914336599517848
1207,CYP,2028,664747.5780205464,39605.386087850035,0.059579586894900866,0.7483906638667115,0.19202974923838764
1208,CYP,2029,672675.2826786371,44565.40862872312,0.06625099773439086,0.7412421329008017,0.1925068693648075
1209,CYP,2030,680363.8020647377,49662.7874237418,0.07299445866024529,0.7341172078729961,0.19288833346675865
1210,CYP,2031,687805.4338775779,54880.18980473421,0.07979028239910985,0.7270166736339466,0.19319304396694353
1211,CYP,2032,695008.1549779552,60203.29368590691,0.08662242774376724,0.719941303488014,0.19343626876821876
1212,CYP,2033,701961.2664795611,65617.8216791882,0.09347783818368102,0.7128918588909788,0.19363030292534014
