TIME_PERIOD,unit,DSP_I,DSP_I_RCV_E,DSP_L_OTH,GEN,PRP_REU,RCV_E,RCY,RCY_C_D,RCY_M,TRT,Country
1995,THS_T,0.0,431.0,1626.0,3476.0,0.0,431.0,1756.0,936.0,820.0,3835.0,AUT
1996,THS_T,0.0,431.0,1476.0,4110.0,0.0,431.0,2553.0,1674.0,879.0,4484.0,AUT
1997,THS_T,0.0,445.0,1506.0,4241.0,0.0,445.0,2693.0,1752.0,941.0,4672.0,AUT
1998,THS_T,0.0,440.0,1483.0,4240.0,0.0,440.0,2731.0,1744.0,987.0,4676.0,AUT
1999,THS_T,0.0,456.0,1553.0,4496.0,0.0,456.0,2853.0,1792.0,1061.0,4885.0,AUT
2000,THS_T,0.0,522.0,1572.0,4646.0,0.0,522.0,2947.0,1818.0,1129.0,5069.0,AUT
2001,THS_T,0.0,521.0,1542.0,4634.0,0.0,521.0,2980.0,1855.0,1125.0,5074.0,AUT
2002,THS_T,0.0,530.0,1512.0,4914.0,0.0,530.0,3070.0,1955.0,1115.0,5146.0,AUT
2003,THS_T,0.0,592.0,1483.0,4932.0,0.0,592.0,3165.0,2055.0,1110.0,5279.0,AUT
2004,THS_T,0.0,1380.0,557.0,4687.0,0.0,1380.0,2688.0,1572.0,1116.0,4625.0,AUT
2005,THS_T,0.0,1310.0,535.0,4732.0,0.0,1310.0,2757.0,1577.0,1180.0,4601.0,AUT
2006,THS_T,0.0,1430.0,485.0,4933.0,0.0,1430.0,2920.0,1661.0,1259.0,4834.0,AUT
2007,THS_T,0.0,1453.0,427.0,4951.0,0.0,1453.0,2979.0,1661.0,1318.0,4859.0,AUT
2008,THS_T,0.0,1357.0,373.0,4997.0,0.0,1357.0,3159.0,1683.0,1476.0,4889.0,AUT
2009,THS_T,0.0,1440.0,302.0,4921.0,0.0,1440.0,3045.0,1553.0,1492.0,4788.0,AUT
2010,THS_T,0.0,1636.0,153.0,4701.0,0.0,1636.0,2792.0,1520.0,1272.0,4582.0,AUT
2011,THS_T,0.0,1678.0,230.0,4807.0,0.0,1678.0,2724.0,1578.0,1146.0,4632.0,AUT
2012,THS_T,0.0,1693.0,207.0,4883.0,0.0,1693.0,2818.0,1650.0,1168.0,4718.0,AUT
2013,THS_T,0.0,1716.0,199.0,4905.0,0.0,1716.0,2829.0,1627.0,1202.0,4744.0,AUT
2014,THS_T,0.0,1756.0,194.0,4833.0,0.0,1756.0,2723.0,1492.0,1231.0,4673.0,AUT
2015,THS_T,0.0,1833.0,144.0,4836.0,0.0,1833.0,2752.0,1511.0,1241.0,4728.0,AUT
2016,THS_T,0.0,1855.0,132.0,4928.0,0.0,1855.0,2838.0,1584.0,1254.0,4825.0,AUT
2017,THS_T,0.0,1944.0,103.0,5018.0,0.0,1944.0,2898.0,1601.0,1296.0,4944.0,AUT
2018,THS_T,0.0,1977.0,113.0,5119.0,0.0,1977.0,2952.0,1651.0,1301.0,5041.0,AUT
2019,THS_T,0.0,2004.0,106.0,5220.0,0.0,2004.0,3040.0,1677.0,1363.0,5149.0,AUT
2020,THS_T,7.0,2669.0,137.0,7438.0,33.0,2662.0,4632.0,1592.0,3006.0,7438.0,AUT
2021,THS_T,6.0,2654.0,152.0,7476.0,42.0,2648.0,4670.0,1556.0,3072.0,7476.0,AUT
1995,THS_T,935.0,1637.0,2004.0,4613.0,0.0,701.0,883.0,363.0,519.0,4524.0,BEL
1996,THS_T,842.0,1553.0,1718.0,4567.0,0.0,712.0,1151.0,495.0,655.0,4422.0,BEL
1997,THS_T,822.0,1781.0,1249.0,4650.0,0.0,959.0,1599.0,759.0,840.0,4629.0,BEL
1998,THS_T,727.0,1652.0,1028.0,4603.0,0.0,925.0,1927.0,850.0,1077.0,4607.0,BEL
1999,THS_T,133.0,1506.0,934.0,4702.0,0.0,1373.0,2168.0,951.0,1218.0,4609.0,BEL
2000,THS_T,147.0,1622.0,936.0,4831.0,0.0,1476.0,2400.0,1091.0,1309.0,4959.0,BEL
2001,THS_T,164.0,1549.0,760.0,4802.0,0.0,1385.0,2421.0,1030.0,1391.0,4730.0,BEL
2002,THS_T,195.0,1759.0,575.0,4981.0,0.0,1565.0,2566.0,1098.0,1469.0,4900.0,BEL
2003,THS_T,170.0,1805.0,536.0,4824.0,0.0,1635.0,2553.0,1123.0,1430.0,4895.0,BEL
2004,THS_T,120.0,1798.0,590.0,5059.0,0.0,1678.0,2708.0,1208.0,1500.0,5096.0,BEL
2005,THS_T,116.0,1886.0,583.0,5052.0,0.0,1770.0,2810.0,1173.0,1638.0,5279.0,BEL
2006,THS_T,22.0,1784.0,492.0,5115.0,0.0,1762.0,2872.0,1190.0,1683.0,5149.0,BEL
2007,THS_T,49.0,1978.0,499.0,5243.0,0.0,1929.0,2977.0,1236.0,1741.0,5454.0,BEL
2008,THS_T,103.0,1972.0,204.0,5141.0,0.0,1868.0,2707.0,1047.0,1660.0,4882.0,BEL
2009,THS_T,99.0,1902.0,157.0,5042.0,0.0,1804.0,2719.0,1025.0,1694.0,4779.0,BEL
2010,THS_T,90.0,1940.0,81.0,4972.0,0.0,1850.0,2726.0,1057.0,1669.0,4746.0,BEL
2011,THS_T,141.0,2004.0,41.0,5023.0,0.0,1863.0,2732.0,1028.0,1704.0,4778.0,BEL
2012,THS_T,138.0,2047.0,32.0,4944.0,0.0,1909.0,2638.0,1038.0,1600.0,4716.0,BEL
2013,THS_T,100.0,2131.0,42.0,4867.0,0.0,2031.0,2570.0,1030.0,1539.0,4743.0,BEL
2014,THS_T,39.0,2078.0,46.0,4762.0,0.0,2039.0,2560.0,970.0,1590.0,4684.0,BEL
2015,THS_T,36.0,2050.0,40.0,4643.0,0.0,2014.0,2484.0,900.0,1584.0,4574.0,BEL
2016,THS_T,48.0,2113.0,38.0,4746.0,0.0,2065.0,2541.0,966.0,1575.0,4752.0,BEL
2017,THS_T,38.0,2002.0,41.0,4672.0,0.0,1964.0,2517.0,924.0,1593.0,4632.0,BEL
2018,THS_T,39.0,2022.0,46.0,4677.0,0.0,1983.0,2542.0,932.0,1611.0,4677.0,BEL
2019,THS_T,25.0,2047.0,44.0,4779.0,0.0,2021.0,2613.0,982.0,1631.0,4779.0,BEL
2020,THS_T,0.0,4112.0,43.0,8408.0,22.0,4112.0,4318.0,1585.0,2711.0,8408.0,BEL
2021,THS_T,2.0,3852.0,40.0,8753.0,86.0,3850.0,4861.0,1758.0,3017.0,8753.0,BEL
1995,THS_T,0.0,0.0,4467.0,5838.0,0.0,0.0,0.0,0.0,0.0,4467.0,BGR
1996,THS_T,0.0,0.0,3996.0,5165.0,0.0,0.0,0.0,0.0,0.0,3996.0,BGR
1997,THS_T,0.0,0.0,3614.0,4809.0,0.0,0.0,0.0,0.0,0.0,3614.0,BGR
1998,THS_T,0.0,0.0,3167.0,4880.0,0.0,0.0,776.0,0.0,776.0,3944.0,BGR
1999,THS_T,0.0,0.0,3197.0,4910.0,0.0,0.0,769.0,0.0,769.0,3966.0,BGR
2000,THS_T,0.0,0.0,3271.0,4998.0,0.0,0.0,775.0,0.0,775.0,4046.0,BGR
2001,THS_T,0.0,0.0,3198.0,4773.0,0.0,0.0,770.0,0.0,770.0,3968.0,BGR
2002,THS_T,0.0,0.0,3188.0,4715.0,0.0,0.0,770.0,0.0,770.0,3958.0,BGR
2003,THS_T,0.0,0.0,3194.0,4690.0,0.0,0.0,774.0,0.0,774.0,3968.0,BGR
2004,THS_T,0.0,0.0,3092.0,4619.0,0.0,0.0,793.0,0.0,793.0,3885.0,BGR
2005,THS_T,0.0,0.0,3144.0,4502.0,0.0,0.0,822.0,0.0,822.0,3967.0,BGR
2006,THS_T,0.0,0.0,2751.0,4387.0,0.0,0.0,839.0,0.0,839.0,3590.0,BGR
2007,THS_T,0.0,0.0,2980.0,4172.0,0.0,0.0,858.0,0.0,858.0,3837.0,BGR
2008,THS_T,0.0,0.0,3359.0,4486.0,0.0,0.0,871.0,0.0,871.0,4229.0,BGR
2009,THS_T,0.0,0.0,3421.0,4449.0,0.0,0.0,887.0,0.0,887.0,4309.0,BGR
2010,THS_T,0.0,0.0,3041.0,4094.0,0.0,0.0,1003.0,0.0,1003.0,4044.0,BGR
2011,THS_T,0.0,0.0,2568.0,3732.0,0.0,0.0,979.0,84.0,895.0,3547.0,BGR
2012,THS_T,0.0,0.0,2323.0,3364.0,0.0,0.0,841.0,92.0,749.0,3164.0,BGR
2013,THS_T,0.0,49.0,2167.0,3135.0,0.0,49.0,894.0,107.0,787.0,3110.0,BGR
2014,THS_T,0.0,51.0,2217.0,3192.0,0.0,51.0,736.0,59.0,677.0,3004.0,BGR
2015,THS_T,0.0,82.0,1994.0,3011.0,0.0,82.0,884.0,311.0,573.0,2960.0,BGR
2016,THS_T,0.0,109.0,1851.0,2881.0,0.0,109.0,917.0,263.0,654.0,2877.0,BGR
2017,THS_T,0.0,103.0,1903.0,3080.0,0.0,103.0,1065.0,238.0,827.0,3071.0,BGR
2018,THS_T,0.0,208.0,1750.0,2862.0,0.0,208.0,901.0,52.0,849.0,2859.0,BGR
2019,THS_T,0.0,103.0,1903.0,3080.0,0.0,103.0,1065.0,238.0,827.0,3071.0,BGR
2020,THS_T,0.0,129.0,1422.0,2829.0,0.0,129.0,997.0,89.0,908.0,2673.0,BGR
2021,THS_T,0.0,82.0,892.0,3058.0,0.0,82.0,861.0,66.0,795.0,3038.0,BGR
1995,THS_T,0.0,2060.0,540.0,4240.0,0.0,2060.0,1640.0,400.0,1240.0,4240.0,CHE
1996,THS_T,0.0,2020.0,490.0,4280.0,0.0,2020.0,1765.0,450.0,1315.0,4275.0,CHE
1997,THS_T,0.0,2020.0,480.0,4294.0,0.0,2020.0,1824.0,475.0,1349.0,4324.0,CHE
1998,THS_T,0.0,1990.0,470.0,4369.0,0.0,1990.0,1909.0,503.0,1406.0,4369.0,CHE
1999,THS_T,0.0,2130.0,470.0,4555.0,0.0,2130.0,1955.0,510.0,1445.0,4555.0,CHE
2000,THS_T,0.0,2199.0,391.0,4731.0,0.0,2199.0,2141.0,641.0,1500.0,4731.0,CHE
2001,THS_T,0.0,2357.0,203.0,4794.0,0.0,2357.0,2234.0,650.0,1584.0,4794.0,CHE
2002,THS_T,0.0,2550.0,80.0,4936.0,0.0,2550.0,2306.0,728.0,1578.0,4936.0,CHE
2003,THS_T,0.0,2510.0,70.0,4916.0,0.0,2510.0,2336.0,740.0,1596.0,4916.0,CHE
2004,THS_T,0.0,2513.0,0.0,4900.0,0.0,2513.0,2386.0,746.0,1640.0,4899.0,CHE
2005,THS_T,0.0,2440.0,0.0,4940.0,0.0,2440.0,2500.0,770.0,1730.0,4940.0,CHE
2006,THS_T,0.0,2660.0,0.0,5330.0,0.0,2660.0,2670.0,885.0,1785.0,5330.0,CHE
2007,THS_T,0.0,2680.0,0.0,5465.0,0.0,2680.0,2785.0,930.0,1855.0,5465.0,CHE
2008,THS_T,0.0,2830.0,0.0,5653.0,0.0,2830.0,2823.0,930.0,1893.0,5653.0,CHE
2009,THS_T,0.0,2660.0,0.0,5461.0,0.0,2660.0,2801.0,930.0,1871.0,5461.0,CHE
2010,THS_T,0.0,2757.0,0.0,5565.0,0.0,2757.0,2808.0,930.0,1878.0,5565.0,CHE
2011,THS_T,0.0,2732.0,0.0,5478.0,0.0,2732.0,2746.0,851.0,1895.0,5478.0,CHE
2012,THS_T,0.0,2786.0,0.0,5576.0,0.0,2786.0,2790.0,851.0,1939.0,5576.0,CHE
2013,THS_T,0.0,2798.0,0.0,5708.0,0.0,2798.0,2910.0,991.0,1919.0,5708.0,CHE
2014,THS_T,0.0,2790.0,0.0,6006.0,0.0,2790.0,3216.0,1256.0,1960.0,6006.0,CHE
2015,THS_T,0.0,2850.0,0.0,6030.0,0.0,2850.0,3180.0,1256.0,1924.0,6030.0,CHE
2016,THS_T,0.0,2876.0,0.0,6050.0,0.0,2876.0,3174.0,1300.0,1874.0,6050.0,CHE
2017,THS_T,0.0,2846.0,0.0,5992.0,0.0,2846.0,3146.0,1300.0,1846.0,5992.0,CHE
2018,THS_T,0.0,2856.0,0.0,6012.0,0.0,2856.0,3156.0,1300.0,1856.0,6012.0,CHE
2019,THS_T,0.0,2857.0,0.0,6079.0,0.0,2857.0,3222.0,1405.0,1817.0,6079.0,CHE
2020,THS_T,0.0,2875.0,0.0,6096.0,0.0,2875.0,3221.0,1405.0,1816.0,6096.0,CHE
2021,THS_T,0.0,2926.0,0.0,6130.0,0.0,2926.0,3267.0,1405.0,1862.0,6130.0,CHE
1995,THS_T,0.0,0.0,387.0,387.0,0.0,0.0,0.0,0.0,0.0,387.0,CYP
1996,THS_T,0.0,0.0,389.0,400.0,0.0,0.0,11.0,0.0,11.0,400.0,CYP
1997,THS_T,0.0,0.0,398.0,411.0,0.0,0.0,13.0,0.0,13.0,411.0,CYP
1998,THS_T,0.0,0.0,406.0,418.0,0.0,0.0,12.0,0.0,12.0,418.0,CYP
1999,THS_T,0.0,0.0,413.0,426.0,0.0,0.0,13.0,0.0,13.0,426.0,CYP
2000,THS_T,0.0,0.0,423.0,436.0,0.0,0.0,13.0,0.0,13.0,436.0,CYP
2001,THS_T,0.0,0.0,442.0,456.0,0.0,0.0,14.0,0.0,14.0,456.0,CYP
2002,THS_T,0.0,0.0,450.0,465.0,0.0,0.0,15.0,0.0,15.0,465.0,CYP
2003,THS_T,0.0,0.0,467.0,481.0,0.0,0.0,15.0,0.0,15.0,481.0,CYP
2004,THS_T,0.0,0.0,482.0,498.0,0.0,0.0,16.0,0.0,16.0,498.0,CYP
2005,THS_T,0.0,0.0,489.0,508.0,0.0,0.0,19.0,0.0,19.0,508.0,CYP
2006,THS_T,0.0,0.0,499.0,522.0,0.0,0.0,23.0,0.0,23.0,522.0,CYP
2007,THS_T,0.0,0.0,512.0,540.0,0.0,0.0,28.0,0.0,28.0,540.0,CYP
2008,THS_T,0.0,0.0,531.0,573.0,0.0,0.0,43.0,0.0,43.0,573.0,CYP
2009,THS_T,0.0,0.0,540.0,589.0,0.0,0.0,49.0,0.0,49.0,589.0,CYP
2010,THS_T,0.0,0.0,498.0,576.0,0.0,0.0,63.0,0.0,63.0,561.0,CYP
2011,THS_T,0.0,0.0,476.0,575.0,0.0,0.0,63.0,0.0,63.0,539.0,CYP
2012,THS_T,0.0,0.0,467.0,574.0,0.0,0.0,72.0,7.0,65.0,540.0,CYP
2013,THS_T,0.0,0.0,434.0,532.0,0.0,0.0,74.0,8.0,66.0,508.0,CYP
2014,THS_T,0.0,4.0,399.0,513.0,0.0,4.0,76.0,16.0,60.0,479.0,CYP
2015,THS_T,0.0,0.0,410.0,525.0,0.0,0.0,87.0,18.0,69.0,497.0,CYP
2016,THS_T,0.0,2.0,410.0,539.0,0.0,2.0,87.0,16.0,71.0,514.0,CYP
2017,THS_T,0.0,2.0,423.0,537.0,0.0,2.0,86.0,8.0,79.0,511.0,CYP
2018,THS_T,0.0,4.0,393.0,562.0,0.0,4.0,94.0,9.0,84.0,491.0,CYP
2019,THS_T,0.0,6.0,379.0,571.0,2.0,6.0,95.0,8.0,85.0,480.0,CYP
2020,THS_T,0.0,8.0,364.0,543.0,2.0,8.0,90.0,6.0,83.0,462.0,CYP
2021,THS_T,0.0,14.0,354.0,570.0,2.0,14.0,87.0,7.0,78.0,455.0,CYP
1995,THS_T,0.0,0.0,3120.0,3120.0,0.0,0.0,0.0,0.0,0.0,3120.0,CZE
1996,THS_T,0.0,0.0,3200.0,3200.0,0.0,0.0,0.0,0.0,0.0,3200.0,CZE
1997,THS_T,0.0,0.0,3280.0,3280.0,0.0,0.0,0.0,0.0,0.0,3280.0,CZE
1998,THS_T,4.0,180.0,2800.0,3017.0,0.0,176.0,17.0,0.0,17.0,2997.0,CZE
1999,THS_T,3.0,306.0,2850.0,3365.0,0.0,303.0,29.0,11.0,18.0,3186.0,CZE
2000,THS_T,3.0,320.0,2900.0,3434.0,0.0,317.0,30.0,11.0,19.0,3250.0,CZE
2001,THS_T,3.0,357.0,2200.0,2798.0,0.0,354.0,24.0,9.0,15.0,2582.0,CZE
2002,THS_T,3.0,401.0,2097.0,2845.0,0.0,398.0,26.0,10.0,16.0,2523.0,CZE
2003,THS_T,2.0,401.0,2049.0,2857.0,0.0,399.0,26.0,10.0,16.0,2475.0,CZE
2004,THS_T,1.0,404.0,1838.0,2841.0,0.0,403.0,155.0,17.0,138.0,2396.0,CZE
2005,THS_T,1.0,381.0,1934.0,2954.0,0.0,380.0,182.0,16.0,166.0,2495.0,CZE
2006,THS_T,2.0,392.0,2043.0,3039.0,0.0,391.0,224.0,23.0,201.0,2659.0,CZE
2007,THS_T,2.0,390.0,2121.0,3025.0,0.0,389.0,307.0,30.0,276.0,2817.0,CZE
2008,THS_T,2.0,369.0,2057.0,3176.0,0.0,367.0,330.0,50.0,280.0,2757.0,CZE
2009,THS_T,2.0,372.0,2114.0,3310.0,0.0,370.0,409.0,56.0,353.0,2894.0,CZE
2010,THS_T,2.0,497.0,2162.0,3334.0,0.0,495.0,527.0,76.0,452.0,3186.0,CZE
2011,THS_T,3.0,610.0,2167.0,3358.0,0.0,607.0,569.0,74.0,496.0,3346.0,CZE
2012,THS_T,3.0,654.0,1828.0,3233.0,0.0,652.0,750.0,85.0,665.0,3233.0,CZE
2013,THS_T,3.0,631.0,1815.0,3228.0,0.0,628.0,782.0,96.0,686.0,3228.0,CZE
2014,THS_T,4.0,604.0,1827.0,3261.0,0.0,600.0,829.0,93.0,736.0,3261.0,CZE
2015,THS_T,4.0,590.0,1755.0,3337.0,0.0,586.0,992.0,141.0,851.0,3337.0,CZE
2016,THS_T,4.0,588.0,1789.0,3580.0,0.0,584.0,1202.0,245.0,958.0,3580.0,CZE
2017,THS_T,4.0,905.0,2355.0,5177.0,0.0,901.0,1660.0,525.0,1134.0,4950.0,CZE
2018,THS_T,5.0,879.0,2430.0,5248.0,0.0,875.0,1691.0,534.0,1156.0,5029.0,CZE
2019,THS_T,4.0,873.0,2467.0,5338.0,0.0,868.0,1777.0,602.0,1175.0,5146.0,CZE
2020,THS_T,5.0,737.0,2774.0,5814.0,0.0,732.0,2354.0,751.0,1603.0,5881.0,CZE
2021,THS_T,4.0,726.0,2768.0,5991.0,0.0,722.0,2597.0,762.0,1835.0,6103.0,CZE
1995,THS_T,8945.0,9000.0,21831.0,50894.0,0.0,55.0,20062.0,6678.0,13384.0,50893.0,DEU
1996,THS_T,9802.0,9857.0,20515.0,52544.0,0.0,55.0,22172.0,7129.0,15043.0,52544.0,DEU
1997,THS_T,10245.0,10303.0,19861.0,53966.0,0.0,58.0,23801.0,7368.0,16433.0,53965.0,DEU
1998,THS_T,10367.0,10428.0,18462.0,53058.0,0.0,61.0,24168.0,7640.0,16528.0,53058.0,DEU
