LOCATION,TIME,GDPVD,Variable
PRT,2029,405656700000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2030,413209800000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2031,420690100000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2032,428132000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2033,435546300000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2034,442929600000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2035,450263500000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2036,457522700000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2037,464678600000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2038,471719500000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2039,478654400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2040,485504300000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2041,492308400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2042,499120400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2043,506004300000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2044,513017800000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2045,520185100000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2046,527510200000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2047,534993700000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2048,542638000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2049,550455700000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
PRT,2050,558457400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2010,144176389880.298,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2011,148027994052.521,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2012,149980190566.243,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2013,150929175230.89,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2014,155000021563.203,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2015,163009154166.933,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2016,166177972022.908,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2017,171060394968.397,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2018,177954795534.399,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2019,182423696364.389,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2020,176338956002.343,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2021,184784086870.305,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2022,188018636481.466,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2023,190079423875.65,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2024,193417705544.545,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2025,198071319482.643,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2026,202430100000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2027,206747400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2028,211070700000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2029,215351500000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2030,219578800000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2031,223793000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2032,227997400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2033,232180800000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2034,236320200000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2035,240391700000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2036,244369900000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2037,248228500000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2038,251942400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2039,255502000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2040,258914400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2041,262199200000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2042,265373400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2043,268449600000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2044,271438000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2045,274348500000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2046,277194000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2047,279982700000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2048,282716500000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2049,285395600000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SVK,2050,288023900000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2010,1623170295857.35,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2011,1609952948433.41,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2012,1562314234471.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2013,1540389624710.41,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2014,1561888499287.65,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2015,1621843446275.34,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2016,1671111387105.55,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2017,1720838159140.43,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2018,1760151719376.02,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2019,1795072534963.55,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2020,1594609933821.93,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2021,1696715672691.2,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2022,1794630251769.54,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2023,1837846557668.15,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2024,1863811456149.78,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2025,1900926170838.17,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2026,1925456000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2027,1948890000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2028,1973400000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2029,1998724000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2030,2024713000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2031,2051767000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2032,2079674000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2033,2108209000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2034,2137179000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2035,2166368000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2036,2195564000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2037,2224578000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2038,2253272000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2039,2281609000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2040,2309658000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2041,2337578000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2042,2365603000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2043,2393992000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2044,2423037000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2045,2453046000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2046,2484281000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2047,2516944000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2048,2551115000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2049,2586791000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
ESP,2050,2623890000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2010,431165784806.42,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2011,445203157297.808,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2012,443997052203.163,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2013,449108386626.122,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2014,461525368098.287,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2015,481060679530.061,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2016,489882818803.41,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2017,503702106695.223,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2018,513941328274.469,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2019,524334854994.923,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2020,512084242520.46,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2021,542496944188.21,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2022,558333421107.819,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2023,555720699208.857,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2024,560484331433.343,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2025,575213536764.712,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2026,592722200000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2027,609251800000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2028,624351300000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2029,638494100000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2030,652233000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2031,665922300000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2032,679751500000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2033,693855600000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2034,708319500000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2035,723171600000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2036,738401900000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2037,753988900000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2038,769915800000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2039,786173900000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2040,802757500000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2041,819669600000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2042,836904600000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2043,854434200000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2044,872213100000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2045,890187800000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2046,908315600000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2047,926568500000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2048,944913200000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2049,963306200000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
SWE,2050,981697600000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2010,495041186485.02,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2011,504471216421.388,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2012,510545451100.915,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2013,519939288396.78,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2014,532003573572.765,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2015,540385923976.86,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2016,551644012854.555,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2017,559562237605.699,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2018,575543303695.791,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2019,582211318197.316,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2020,568959847827.766,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2021,599645189289.833,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2022,615625178395.885,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2023,620824851518.94,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2024,626365471047.285,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2025,634995964669.614,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2026,642264400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2027,649199500000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2028,656231500000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2029,663590400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2030,671372200000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2031,679561300000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2032,688130500000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2033,697073700000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2034,706391600000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2035,716079400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2036,726128800000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2037,736519500000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2038,747218000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2039,758178000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2040,769339300000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2041,780640100000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2042,792018900000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2043,803416700000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2044,814783800000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2045,826080200000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2046,837281200000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2047,848384100000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2048,859396800000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2049,870332900000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
CHE,2050,881204200000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2010,2509919258990.08,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2011,2538660383216.47,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2012,2577068709340.36,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2013,2623258084386.85,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2014,2707091706590.07,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2015,2767196135134.72,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2016,2820355727053.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2017,2895238137439.84,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2018,2935881260962.44,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2019,2984077011198.94,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2020,2674929592442.5,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2021,2906977168844.45,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2022,3033330716928.43,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2023,3049461554985.7,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2024,3070183789330.3,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2025,3105539533464.95,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2026,3156573000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2027,3212126000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2028,3268896000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2029,3325882000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2030,3383212000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2031,3441704000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2032,3501689000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2033,3563316000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2034,3626590000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2035,3691490000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2036,3757995000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2037,3826087000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2038,3895701000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2039,3966688000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2040,4038875000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2041,4112101000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2042,4186208000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2043,4260982000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2044,4336207000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2045,4411770000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2046,4487656000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2047,4563895000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2048,4640422000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2049,4717135000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
GBR,2050,4793937000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2010,123597149869.561,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2011,126180568546.845,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2012,127125445014.133,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2013,126435462713.134,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2014,127635822697.383,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2015,131972412290.658,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2016,135966736480.299,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2017,139700272996.916,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2018,143465045099.228,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2019,149254089427.342,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2020,143334503925.048,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2021,154316464375.032,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2022,160375578649.276,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2023,163136607291.155,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2024,167637284044.841,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2025,172591405396.838,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2026,179171600000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2027,185494800000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2028,191185000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2029,196257400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2030,200862000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2031,205171600000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2032,209274600000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2033,213207200000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2034,216980400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2035,220621500000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2036,224160400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2037,227612500000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2038,230974700000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2039,234230000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2040,237379500000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2041,240448800000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2042,243460700000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2043,246435700000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2044,249387500000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2045,252321700000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2046,255240400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2047,258131300000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2048,260977600000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2049,263766100000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
BGR,2050,266494200000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2010,99104672946.1581,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2011,99022471286.7043,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2012,96705437766.777,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2013,96321716740.553,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2014,95911748612.7215,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2015,98331173723.7281,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2016,101834013130.271,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2017,105295935716.768,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2018,108265621370.905,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2019,111946345662.334,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2020,102328560732.706,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2021,116434498240.583,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2022,123824729192.178,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2023,126946775426.108,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2024,130240521717.6,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2025,133720478016.051,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2026,136274400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2027,138966000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2028,141957300000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2029,145159300000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2030,148469400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2031,151828900000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2032,155183100000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2033,158499300000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2034,161757100000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2035,164941100000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2036,168034900000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2037,171021700000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2038,173888800000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2039,176627600000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2040,179231600000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2041,181696200000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2042,184020400000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2043,186205900000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2044,188257500000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2045,190182500000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2046,191993000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2047,193703000000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2048,195326700000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
HRV,2049,196876900000.0,"Gross domestic product, volume, USD at 2015 Purchasing Power Parities"
