TIME_PERIOD,unit,DSP_I,DSP_I_RCV_E,DSP_L_OTH,GEN,PRP_REU,RCV_E,RCY,RCY_C_D,RCY_M,TRT,Country
2016,KG_HAB,33.0,97.0,123.0,497.0,0.0,64.0,228.0,94.0,133.0,452.0,ITA
2017,KG_HAB,4.0,93.0,114.0,488.0,0.0,89.0,233.0,98.0,136.0,445.0,ITA
2018,KG_HAB,3.0,95.0,107.0,499.0,0.0,92.0,248.0,105.0,144.0,455.0,ITA
2019,KG_HAB,3.0,99.0,105.0,503.0,0.0,96.0,258.0,107.0,151.0,462.0,ITA
2020,KG_HAB,3.0,94.0,98.0,487.0,0.0,92.0,250.0,116.0,135.0,443.0,ITA
2021,KG_HAB,4.0,95.0,95.0,495.0,0.0,91.0,257.0,119.0,137.0,452.0,ITA
1995,KG_HAB,0.0,0.0,426.0,426.0,0.0,0.0,0.0,0.0,0.0,426.0,LTU
1996,KG_HAB,0.0,0.0,401.0,401.0,0.0,0.0,0.0,0.0,0.0,401.0,LTU
1997,KG_HAB,0.0,0.0,422.0,422.0,0.0,0.0,0.0,0.0,0.0,422.0,LTU
1998,KG_HAB,0.0,0.0,445.0,445.0,0.0,0.0,0.0,0.0,0.0,445.0,LTU
1999,KG_HAB,0.0,0.0,351.0,351.0,0.0,0.0,0.0,0.0,0.0,351.0,LTU
2000,KG_HAB,0.0,0.0,345.0,365.0,0.0,0.0,0.0,0.0,0.0,346.0,LTU
2001,KG_HAB,0.0,0.0,337.0,378.0,0.0,0.0,0.0,0.0,0.0,337.0,LTU
2002,KG_HAB,0.0,0.0,325.0,405.0,0.0,0.0,0.0,0.0,0.0,325.0,LTU
2003,KG_HAB,0.0,0.0,333.0,389.0,0.0,0.0,0.0,0.0,0.0,333.0,LTU
2004,KG_HAB,0.0,0.0,341.0,373.0,0.0,0.0,7.0,3.0,4.0,348.0,LTU
2005,KG_HAB,0.0,0.0,353.0,387.0,0.0,0.0,7.0,3.0,4.0,361.0,LTU
2006,KG_HAB,0.0,0.0,370.0,405.0,0.0,0.0,8.0,3.0,4.0,378.0,LTU
2007,KG_HAB,0.0,0.0,385.0,419.0,0.0,0.0,31.0,7.0,25.0,417.0,LTU
2008,KG_HAB,0.0,0.0,387.0,428.0,0.0,0.0,36.0,5.0,31.0,423.0,LTU
2009,KG_HAB,0.0,0.0,345.0,381.0,0.0,0.0,32.0,5.0,27.0,378.0,LTU
2010,KG_HAB,0.0,0.0,348.0,404.0,0.0,0.0,20.0,6.0,14.0,369.0,LTU
2011,KG_HAB,1.0,2.0,341.0,442.0,0.0,2.0,88.0,8.0,81.0,432.0,LTU
2012,KG_HAB,0.0,0.0,325.0,445.0,0.0,0.0,105.0,17.0,87.0,429.0,LTU
2013,KG_HAB,0.0,31.0,270.0,433.0,0.0,31.0,120.0,32.0,88.0,421.0,LTU
2014,KG_HAB,0.0,38.0,255.0,433.0,0.0,38.0,132.0,41.0,91.0,425.0,LTU
2015,KG_HAB,0.0,52.0,242.0,448.0,0.0,52.0,148.0,46.0,103.0,442.0,LTU
2016,KG_HAB,0.0,77.0,132.0,444.0,0.0,77.0,213.0,104.0,109.0,422.0,LTU
2017,KG_HAB,0.0,83.0,149.0,455.0,0.0,83.0,219.0,109.0,110.0,451.0,LTU
2018,KG_HAB,0.0,58.0,114.0,464.0,0.0,58.0,244.0,131.0,113.0,417.0,LTU
2019,KG_HAB,0.0,70.0,102.0,472.0,0.0,70.0,235.0,105.0,130.0,415.0,LTU
2020,KG_HAB,0.0,125.0,79.0,483.0,0.0,125.0,219.0,100.0,118.0,428.0,LTU
2021,KG_HAB,0.0,169.0,74.0,480.0,1.0,169.0,213.0,86.0,126.0,460.0,LTU
1995,KG_HAB,0.0,310.0,159.0,587.0,0.0,310.0,118.0,41.0,77.0,587.0,LUX
1996,KG_HAB,0.0,304.0,162.0,585.0,0.0,304.0,118.0,28.0,90.0,585.0,LUX
1997,KG_HAB,0.0,298.0,144.0,604.0,0.0,298.0,162.0,53.0,109.0,604.0,LUX
1998,KG_HAB,0.0,287.0,145.0,625.0,0.0,287.0,194.0,70.0,124.0,625.0,LUX
1999,KG_HAB,0.0,309.0,139.0,646.0,0.0,309.0,198.0,77.0,121.0,646.0,LUX
2000,KG_HAB,0.0,282.0,137.0,654.0,0.0,282.0,234.0,93.0,141.0,654.0,LUX
2001,KG_HAB,0.0,274.0,131.0,646.0,0.0,274.0,241.0,91.0,150.0,646.0,LUX
2002,KG_HAB,0.0,274.0,129.0,653.0,0.0,274.0,250.0,101.0,149.0,653.0,LUX
2003,KG_HAB,0.0,266.0,126.0,678.0,0.0,266.0,286.0,130.0,156.0,678.0,LUX
2004,KG_HAB,0.0,284.0,113.0,679.0,0.0,284.0,281.0,123.0,158.0,679.0,LUX
2005,KG_HAB,0.0,254.0,126.0,672.0,0.0,254.0,293.0,121.0,172.0,672.0,LUX
2006,KG_HAB,0.0,265.0,119.0,683.0,0.0,265.0,299.0,121.0,178.0,683.0,LUX
2007,KG_HAB,0.0,266.0,116.0,695.0,0.0,266.0,313.0,134.0,179.0,695.0,LUX
2008,KG_HAB,0.0,269.0,108.0,697.0,0.0,269.0,320.0,138.0,182.0,697.0,LUX
2009,KG_HAB,0.0,262.0,102.0,679.0,0.0,262.0,315.0,135.0,179.0,679.0,LUX
2010,KG_HAB,0.0,256.0,108.0,679.0,0.0,256.0,315.0,133.0,183.0,679.0,LUX
2011,KG_HAB,0.0,261.0,97.0,666.0,0.0,261.0,308.0,120.0,188.0,666.0,LUX
2012,KG_HAB,0.0,249.0,93.0,652.0,0.0,249.0,310.0,128.0,182.0,652.0,LUX
2013,KG_HAB,0.0,243.0,88.0,616.0,0.0,243.0,285.0,111.0,174.0,616.0,LUX
2014,KG_HAB,0.0,237.0,89.0,626.0,0.0,237.0,299.0,121.0,178.0,626.0,LUX
2015,KG_HAB,0.0,274.0,45.0,607.0,0.0,274.0,288.0,111.0,177.0,607.0,LUX
2016,KG_HAB,0.0,379.0,38.0,815.0,0.0,379.0,401.0,167.0,233.0,815.0,LUX
2017,KG_HAB,0.0,372.0,36.0,798.0,0.0,372.0,390.0,153.0,237.0,798.0,LUX
2018,KG_HAB,0.0,375.0,35.0,803.0,0.0,375.0,393.0,154.0,239.0,803.0,LUX
2019,KG_HAB,0.0,369.0,35.0,791.0,0.0,369.0,387.0,152.0,235.0,791.0,LUX
2020,KG_HAB,0.0,341.0,31.0,790.0,0.0,341.0,418.0,186.0,232.0,790.0,LUX
2021,KG_HAB,0.0,323.0,32.0,793.0,0.0,323.0,438.0,200.0,238.0,793.0,LUX
1995,KG_HAB,0.0,0.0,184.0,264.0,0.0,0.0,0.0,0.0,0.0,184.0,LVA
1996,KG_HAB,0.0,0.0,194.0,265.0,0.0,0.0,0.0,0.0,0.0,194.0,LVA
1997,KG_HAB,0.0,0.0,208.0,255.0,0.0,0.0,0.0,0.0,0.0,208.0,LVA
1998,KG_HAB,0.0,0.0,223.0,248.0,0.0,0.0,0.0,0.0,0.0,223.0,LVA
1999,KG_HAB,0.0,0.0,237.0,256.0,0.0,0.0,0.0,0.0,0.0,237.0,LVA
2000,KG_HAB,0.0,0.0,252.0,271.0,0.0,0.0,0.0,0.0,0.0,252.0,LVA
2001,KG_HAB,0.0,4.0,269.0,305.0,0.0,4.0,1.0,1.0,0.0,274.0,LVA
2002,KG_HAB,0.0,5.0,285.0,343.0,0.0,5.0,1.0,0.0,1.0,291.0,LVA
2003,KG_HAB,0.0,5.0,253.0,304.0,0.0,5.0,7.0,1.0,6.0,265.0,LVA
2004,KG_HAB,0.0,6.0,265.0,318.0,0.0,6.0,14.0,3.0,11.0,286.0,LVA
2005,KG_HAB,0.0,3.0,251.0,320.0,0.0,3.0,12.0,1.0,12.0,266.0,LVA
2006,KG_HAB,0.0,2.0,302.0,343.0,0.0,2.0,15.0,2.0,13.0,320.0,LVA
2007,KG_HAB,0.0,2.0,334.0,391.0,0.0,2.0,20.0,2.0,17.0,355.0,LVA
2008,KG_HAB,0.0,1.0,324.0,345.0,0.0,1.0,22.0,3.0,20.0,347.0,LVA
2009,KG_HAB,0.0,0.0,324.0,352.0,0.0,0.0,27.0,1.0,26.0,352.0,LVA
2010,KG_HAB,0.0,0.0,294.0,324.0,0.0,0.0,30.0,2.0,28.0,324.0,LVA
2011,KG_HAB,0.0,0.0,258.0,350.0,0.0,0.0,34.0,4.0,30.0,292.0,LVA
2012,KG_HAB,0.0,1.0,254.0,323.0,0.0,1.0,47.0,6.0,41.0,302.0,LVA
2013,KG_HAB,0.0,6.0,259.0,350.0,0.0,6.0,90.0,20.0,71.0,355.0,LVA
2014,KG_HAB,0.0,5.0,258.0,364.0,0.0,5.0,98.0,13.0,85.0,362.0,LVA
2015,KG_HAB,0.0,8.0,250.0,404.0,0.0,8.0,116.0,24.0,92.0,373.0,LVA
2016,KG_HAB,0.0,10.0,263.0,410.0,0.0,10.0,103.0,42.0,62.0,376.0,LVA
2017,KG_HAB,0.0,11.0,267.0,411.0,0.0,11.0,102.0,29.0,73.0,380.0,LVA
2018,KG_HAB,0.0,8.0,240.0,407.0,0.0,8.0,103.0,25.0,78.0,351.0,LVA
2019,KG_HAB,0.0,15.0,252.0,439.0,0.0,15.0,180.0,22.0,158.0,446.0,LVA
2020,KG_HAB,0.0,13.0,253.0,478.0,1.0,13.0,190.0,35.0,155.0,455.0,LVA
2021,KG_HAB,0.0,16.0,242.0,461.0,0.0,16.0,203.0,37.0,167.0,461.0,LVA
1995,KG_HAB,0.0,0.0,335.0,387.0,0.0,0.0,52.0,52.0,0.0,387.0,MLT
1996,KG_HAB,0.0,0.0,362.0,412.0,0.0,0.0,50.0,50.0,0.0,412.0,MLT
1997,KG_HAB,0.0,0.0,387.0,436.0,0.0,0.0,48.0,48.0,1.0,436.0,MLT
1998,KG_HAB,0.0,0.0,413.0,459.0,0.0,0.0,46.0,45.0,1.0,459.0,MLT
1999,KG_HAB,0.0,0.0,431.0,466.0,0.0,0.0,35.0,35.0,1.0,466.0,MLT
2000,KG_HAB,0.0,0.0,481.0,533.0,0.0,0.0,52.0,50.0,2.0,533.0,MLT
2001,KG_HAB,0.0,0.0,492.0,540.0,0.0,0.0,48.0,46.0,2.0,540.0,MLT
2002,KG_HAB,0.0,0.0,515.0,541.0,0.0,0.0,26.0,24.0,2.0,541.0,MLT
2003,KG_HAB,0.0,0.0,541.0,580.0,0.0,0.0,39.0,36.0,3.0,579.0,MLT
2004,KG_HAB,0.0,0.0,593.0,633.0,0.0,0.0,40.0,32.0,8.0,633.0,MLT
2005,KG_HAB,0.0,0.0,568.0,625.0,0.0,0.0,57.0,45.0,12.0,625.0,MLT
2006,KG_HAB,0.0,0.0,577.0,667.0,0.0,0.0,90.0,70.0,20.0,667.0,MLT
2007,KG_HAB,0.0,0.0,646.0,677.0,0.0,0.0,31.0,15.0,16.0,677.0,MLT
2008,KG_HAB,0.0,0.0,650.0,688.0,0.0,0.0,34.0,0.0,34.0,684.0,MLT
2009,KG_HAB,0.0,0.0,626.0,671.0,0.0,0.0,46.0,0.0,46.0,671.0,MLT
2010,KG_HAB,0.0,0.0,545.0,623.0,0.0,0.0,55.0,0.0,55.0,600.0,MLT
2011,KG_HAB,0.0,6.0,512.0,622.0,0.0,6.0,96.0,7.0,89.0,615.0,MLT
2012,KG_HAB,0.0,3.0,503.0,612.0,0.0,2.0,89.0,12.0,77.0,595.0,MLT
2013,KG_HAB,0.0,2.0,494.0,602.0,0.0,1.0,75.0,0.0,75.0,571.0,MLT
2014,KG_HAB,0.0,2.0,505.0,628.0,0.0,2.0,73.0,0.0,73.0,580.0,MLT
2015,KG_HAB,0.0,2.0,675.0,641.0,0.0,2.0,70.0,0.0,70.0,746.0,MLT
2016,KG_HAB,0.0,2.0,487.0,642.0,0.0,2.0,81.0,0.0,81.0,570.0,MLT
2017,KG_HAB,0.0,0.0,530.0,666.0,0.0,0.0,77.0,0.0,77.0,607.0,MLT
2018,KG_HAB,0.0,0.0,561.0,672.0,0.0,0.0,70.0,0.0,70.0,632.0,MLT
2019,KG_HAB,0.0,0.0,636.0,697.0,0.0,0.0,63.0,0.0,63.0,700.0,MLT
2020,KG_HAB,0.0,0.0,531.0,643.0,0.0,0.0,70.0,0.0,70.0,601.0,MLT
2021,KG_HAB,0.0,25.0,519.0,611.0,0.0,25.0,82.0,0.0,82.0,626.0,MLT
1995,KG_HAB,138.0,138.0,157.0,539.0,0.0,0.0,214.0,130.0,84.0,509.0,NLD
1996,KG_HAB,171.0,171.0,114.0,551.0,0.0,0.0,229.0,137.0,93.0,514.0,NLD
1997,KG_HAB,218.0,218.0,69.0,576.0,0.0,0.0,251.0,148.0,103.0,538.0,NLD
1998,KG_HAB,198.0,198.0,53.0,577.0,0.0,0.0,253.0,144.0,109.0,504.0,NLD
1999,KG_HAB,202.0,202.0,39.0,582.0,0.0,0.0,255.0,140.0,115.0,496.0,NLD
2000,KG_HAB,190.0,190.0,57.0,598.0,0.0,0.0,264.0,145.0,119.0,510.0,NLD
2001,KG_HAB,198.0,198.0,49.0,595.0,0.0,0.0,260.0,141.0,119.0,507.0,NLD
2002,KG_HAB,194.0,194.0,50.0,600.0,0.0,0.0,272.0,147.0,125.0,515.0,NLD
2003,KG_HAB,197.0,197.0,16.0,586.0,0.0,0.0,267.0,141.0,126.0,479.0,NLD
2004,KG_HAB,202.0,202.0,10.0,599.0,0.0,0.0,281.0,147.0,134.0,492.0,NLD
2005,KG_HAB,202.0,202.0,10.0,599.0,0.0,0.0,280.0,149.0,131.0,492.0,NLD
2006,KG_HAB,199.0,199.0,14.0,597.0,0.0,0.0,279.0,142.0,137.0,492.0,NLD
2007,KG_HAB,199.0,199.0,12.0,606.0,0.0,0.0,292.0,147.0,146.0,504.0,NLD
2008,KG_HAB,247.0,300.0,9.0,600.0,0.0,53.0,291.0,142.0,149.0,600.0,NLD
2009,KG_HAB,239.0,291.0,9.0,589.0,0.0,51.0,289.0,145.0,144.0,589.0,NLD
2010,KG_HAB,110.0,281.0,9.0,571.0,0.0,171.0,281.0,139.0,142.0,571.0,NLD
2011,KG_HAB,43.0,280.0,9.0,568.0,0.0,237.0,279.0,141.0,137.0,568.0,NLD
2012,KG_HAB,7.0,269.0,8.0,549.0,0.0,263.0,272.0,140.0,131.0,549.0,NLD
2013,KG_HAB,6.0,256.0,8.0,526.0,0.0,250.0,262.0,137.0,126.0,526.0,NLD
2014,KG_HAB,6.0,251.0,8.0,527.0,0.0,246.0,268.0,143.0,125.0,527.0,NLD
2015,KG_HAB,6.0,245.0,7.0,523.0,0.0,239.0,271.0,143.0,128.0,523.0,NLD
2016,KG_HAB,6.0,235.0,7.0,520.0,0.0,229.0,278.0,144.0,135.0,520.0,NLD
2017,KG_HAB,5.0,226.0,7.0,513.0,0.0,220.0,280.0,144.0,136.0,513.0,NLD
2018,KG_HAB,5.0,218.0,7.0,511.0,0.0,213.0,286.0,147.0,139.0,511.0,NLD
2019,KG_HAB,5.0,212.0,7.0,508.0,0.0,206.0,289.0,148.0,141.0,508.0,NLD
2020,KG_HAB,5.0,222.0,7.0,533.0,0.0,218.0,304.0,156.0,148.0,533.0,NLD
2021,KG_HAB,5.0,210.0,7.0,515.0,0.0,205.0,297.0,154.0,144.0,515.0,NLD
1995,KG_HAB,12.0,84.0,455.0,624.0,0.0,72.0,85.0,12.0,74.0,624.0,NOR
1996,KG_HAB,0.0,81.0,424.0,630.0,0.0,81.0,125.0,19.0,107.0,630.0,NOR
1997,KG_HAB,0.0,83.0,382.0,618.0,0.0,83.0,152.0,28.0,124.0,618.0,NOR
1998,KG_HAB,0.0,84.0,416.0,645.0,0.0,84.0,144.0,36.0,109.0,645.0,NOR
1999,KG_HAB,0.0,92.0,327.0,594.0,0.0,92.0,175.0,45.0,130.0,594.0,NOR
2000,KG_HAB,0.0,90.0,336.0,613.0,0.0,90.0,188.0,53.0,135.0,613.0,NOR
2001,KG_HAB,0.0,107.0,92.0,361.0,0.0,107.0,160.0,50.0,110.0,361.0,NOR
2002,KG_HAB,0.0,120.0,93.0,392.0,0.0,120.0,178.0,55.0,123.0,392.0,NOR
2003,KG_HAB,0.0,131.0,86.0,402.0,0.0,131.0,184.0,58.0,126.0,402.0,NOR
2004,KG_HAB,0.0,128.0,82.0,414.0,0.0,128.0,151.0,48.0,103.0,414.0,NOR
2005,KG_HAB,0.0,142.0,77.0,426.0,0.0,142.0,167.0,55.0,112.0,426.0,NOR
2006,KG_HAB,0.0,145.0,84.0,459.0,0.0,145.0,185.0,62.0,123.0,459.0,NOR
2007,KG_HAB,0.0,184.0,92.0,491.0,0.0,184.0,209.0,73.0,136.0,485.0,NOR
2008,KG_HAB,0.0,183.0,87.0,487.0,0.0,183.0,212.0,72.0,140.0,482.0,NOR
2009,KG_HAB,0.0,195.0,67.0,470.0,0.0,195.0,202.0,74.0,128.0,464.0,NOR
2010,KG_HAB,0.0,236.0,28.0,469.0,0.0,236.0,198.0,73.0,125.0,462.0,NOR
2011,KG_HAB,0.0,271.0,11.0,485.0,0.0,271.0,194.0,73.0,121.0,476.0,NOR
2012,KG_HAB,0.0,268.0,9.0,477.0,0.0,268.0,190.0,66.0,124.0,467.0,NOR
2013,KG_HAB,0.0,285.0,10.0,496.0,0.0,285.0,194.0,78.0,116.0,489.0,NOR
2014,KG_HAB,0.0,224.0,12.0,423.0,0.0,224.0,179.0,68.0,110.0,414.0,NOR
2015,KG_HAB,0.0,221.0,14.0,422.0,0.0,221.0,180.0,70.0,110.0,415.0,NOR
2016,KG_HAB,0.0,404.0,32.0,754.0,0.0,404.0,288.0,77.0,211.0,754.0,NOR
2017,KG_HAB,0.0,396.0,26.0,748.0,0.0,396.0,290.0,75.0,216.0,748.0,NOR
2018,KG_HAB,0.0,378.0,23.0,739.0,0.0,378.0,301.0,72.0,229.0,739.0,NOR
2019,KG_HAB,0.0,384.0,29.0,776.0,0.0,384.0,317.0,85.0,232.0,776.0,NOR
2020,KG_HAB,2.0,292.0,24.0,604.0,1.0,290.0,247.0,58.0,189.0,604.0,NOR
2021,KG_HAB,0.0,399.0,25.0,799.0,0.0,399.0,305.0,77.0,228.0,799.0,NOR
1995,KG_HAB,0.0,0.0,279.0,285.0,0.0,0.0,5.0,5.0,0.0,285.0,POL
1996,KG_HAB,0.0,0.0,295.0,301.0,0.0,0.0,6.0,6.0,0.0,301.0,POL
1997,KG_HAB,0.0,0.0,306.0,315.0,0.0,0.0,10.0,10.0,0.0,315.0,POL
1998,KG_HAB,0.0,0.0,300.0,306.0,0.0,0.0,6.0,6.0,0.0,306.0,POL
1999,KG_HAB,0.0,0.0,312.0,319.0,0.0,0.0,6.0,6.0,0.0,319.0,POL
2000,KG_HAB,0.0,0.0,313.0,320.0,0.0,0.0,7.0,6.0,0.0,320.0,POL
2001,KG_HAB,0.0,0.0,278.0,290.0,0.0,0.0,12.0,8.0,4.0,290.0,POL
2002,KG_HAB,1.0,1.0,265.0,275.0,0.0,0.0,9.0,6.0,3.0,275.0,POL
2003,KG_HAB,1.0,1.0,252.0,260.0,0.0,0.0,7.0,3.0,4.0,260.0,POL
2004,KG_HAB,1.0,1.0,241.0,256.0,0.0,0.0,12.0,6.0,6.0,254.0,POL
2005,KG_HAB,1.0,1.0,226.0,319.0,0.0,0.0,18.0,8.0,10.0,245.0,POL
2006,KG_HAB,1.0,1.0,236.0,321.0,0.0,0.0,22.0,9.0,13.0,259.0,POL
2007,KG_HAB,1.0,1.0,239.0,322.0,0.0,0.0,25.0,10.0,15.0,264.0,POL
2008,KG_HAB,1.0,1.0,229.0,320.0,0.0,0.0,34.0,10.0,23.0,263.0,POL
2009,KG_HAB,1.0,1.0,221.0,316.0,0.0,0.0,42.0,4.0,37.0,264.0,POL
2010,KG_HAB,1.0,1.0,211.0,316.0,0.0,0.0,52.0,5.0,47.0,264.0,POL
2011,KG_HAB,1.0,1.0,221.0,319.0,0.0,0.0,36.0,6.0,31.0,258.0,POL
2012,KG_HAB,1.0,1.0,212.0,317.0,0.0,0.0,38.0,5.0,33.0,252.0,POL
2013,KG_HAB,5.0,20.0,184.0,297.0,0.0,15.0,45.0,6.0,39.0,249.0,POL
2014,KG_HAB,10.0,41.0,159.0,272.0,0.0,31.0,72.0,15.0,57.0,272.0,POL
2015,KG_HAB,3.0,38.0,155.0,286.0,0.0,35.0,93.0,17.0,75.0,286.0,POL
2016,KG_HAB,4.0,60.0,140.0,307.0,0.0,56.0,107.0,21.0,85.0,307.0,POL
2017,KG_HAB,5.0,77.0,132.0,315.0,0.0,72.0,107.0,22.0,84.0,315.0,POL
2018,KG_HAB,5.0,79.0,137.0,329.0,0.0,74.0,113.0,27.0,86.0,329.0,POL
2019,KG_HAB,5.0,77.0,145.0,336.0,0.0,72.0,114.0,30.0,84.0,336.0,POL
2020,KG_HAB,4.0,74.0,138.0,346.0,0.0,70.0,134.0,42.0,92.0,346.0,POL
2021,KG_HAB,5.0,76.0,140.0,362.0,0.0,72.0,146.0,48.0,98.0,362.0,POL
1995,KG_HAB,0.0,0.0,317.0,352.0,0.0,0.0,34.0,30.0,4.0,352.0,PRT
1996,KG_HAB,0.0,1.0,335.0,372.0,0.0,1.0,36.0,31.0,5.0,372.0,PRT
1997,KG_HAB,0.0,1.0,357.0,397.0,0.0,1.0,40.0,33.0,7.0,397.0,PRT
1998,KG_HAB,0.0,0.0,370.0,413.0,0.0,0.0,43.0,35.0,8.0,413.0,PRT
1999,KG_HAB,0.0,0.0,387.0,433.0,0.0,0.0,46.0,36.0,11.0,433.0,PRT
2000,KG_HAB,0.0,96.0,313.0,457.0,0.0,96.0,48.0,33.0,15.0,457.0,PRT
2001,KG_HAB,0.0,94.0,307.0,454.0,0.0,94.0,54.0,36.0,18.0,454.0,PRT
2002,KG_HAB,0.0,91.0,316.0,441.0,0.0,91.0,33.0,13.0,20.0,441.0,PRT
2003,KG_HAB,0.0,96.0,304.0,449.0,0.0,96.0,49.0,27.0,22.0,449.0,PRT
2004,KG_HAB,0.0,95.0,290.0,445.0,0.0,95.0,60.0,29.0,30.0,445.0,PRT
2005,KG_HAB,0.0,101.0,283.0,452.0,0.0,101.0,68.0,30.0,39.0,452.0,PRT
2006,KG_HAB,0.0,93.0,299.0,465.0,0.0,93.0,74.0,29.0,45.0,465.0,PRT
2007,KG_HAB,0.0,90.0,301.0,471.0,0.0,90.0,81.0,30.0,50.0,471.0,PRT
2008,KG_HAB,0.0,94.0,334.0,518.0,0.0,94.0,90.0,36.0,54.0,518.0,PRT
2009,KG_HAB,0.0,102.0,316.0,520.0,0.0,102.0,101.0,40.0,61.0,520.0,PRT
2010,KG_HAB,0.0,100.0,320.0,516.0,0.0,100.0,96.0,38.0,59.0,516.0,PRT
2011,KG_HAB,0.0,103.0,289.0,490.0,0.0,103.0,99.0,42.0,56.0,490.0,PRT
2012,KG_HAB,0.0,88.0,247.0,453.0,0.0,88.0,118.0,66.0,52.0,453.0,PRT
2013,KG_HAB,0.0,104.0,222.0,440.0,0.0,104.0,114.0,57.0,57.0,440.0,PRT
2014,KG_HAB,0.0,94.0,222.0,453.0,0.0,94.0,137.0,64.0,74.0,453.0,PRT
2015,KG_HAB,0.0,91.0,214.0,460.0,0.0,91.0,137.0,72.0,65.0,443.0,PRT
2016,KG_HAB,0.0,92.0,212.0,474.0,0.0,92.0,146.0,79.0,68.0,446.0,PRT
2017,KG_HAB,0.0,96.0,227.0,486.0,0.0,96.0,142.0,83.0,59.0,464.0,PRT
2018,KG_HAB,0.0,92.0,245.0,507.0,0.0,92.0,148.0,86.0,62.0,485.0,PRT
2019,KG_HAB,0.0,97.0,244.0,513.0,0.0,97.0,148.0,86.0,62.0,489.0,PRT
2020,KG_HAB,0.0,110.0,292.0,513.0,0.0,110.0,137.0,72.0,65.0,539.0,PRT
2021,KG_HAB,0.0,120.0,271.0,513.0,0.0,120.0,156.0,86.0,70.0,548.0,PRT
1995,KG_HAB,0.0,0.0,254.0,342.0,0.0,0.0,0.0,0.0,0.0,254.0,ROU
1996,KG_HAB,0.0,0.0,230.0,326.0,0.0,0.0,0.0,0.0,0.0,230.0,ROU
1997,KG_HAB,0.0,0.0,257.0,326.0,0.0,0.0,0.0,0.0,0.0,257.0,ROU
1998,KG_HAB,0.0,0.0,224.0,278.0,0.0,0.0,0.0,0.0,0.0,224.0,ROU
1999,KG_HAB,0.0,0.0,255.0,314.0,0.0,0.0,0.0,0.0,0.0,255.0,ROU
2000,KG_HAB,0.0,0.0,295.0,355.0,0.0,0.0,0.0,0.0,0.0,295.0,ROU
2001,KG_HAB,0.0,0.0,269.0,341.0,0.0,0.0,6.0,0.0,6.0,275.0,ROU
2002,KG_HAB,0.0,0.0,308.0,385.0,0.0,0.0,8.0,0.0,8.0,316.0,ROU
2003,KG_HAB,0.0,0.0,279.0,353.0,0.0,0.0,1.0,0.0,1.0,280.0,ROU
2004,KG_HAB,0.0,0.0,276.0,349.0,0.0,0.0,4.0,0.0,4.0,280.0,ROU
2005,KG_HAB,0.0,0.0,301.0,383.0,0.0,0.0,7.0,0.0,7.0,308.0,ROU
2006,KG_HAB,0.0,0.0,297.0,396.0,0.0,0.0,2.0,0.0,2.0,299.0,ROU
2007,KG_HAB,0.0,0.0,293.0,391.0,0.0,0.0,2.0,0.0,2.0,295.0,ROU
2008,KG_HAB,0.0,0.0,316.0,411.0,0.0,0.0,4.0,0.0,4.0,319.0,ROU
2009,KG_HAB,0.0,0.0,303.0,381.0,0.0,0.0,4.0,0.0,4.0,307.0,ROU
2010,KG_HAB,0.0,1.0,238.0,313.0,0.0,1.0,40.0,32.0,8.0,279.0,ROU
2011,KG_HAB,0.0,2.0,201.0,259.0,0.0,2.0,30.0,22.0,9.0,234.0,ROU
2012,KG_HAB,0.0,4.0,171.0,251.0,0.0,4.0,37.0,29.0,8.0,212.0,ROU
2013,KG_HAB,0.0,5.0,175.0,254.0,0.0,5.0,34.0,23.0,11.0,214.0,ROU
2014,KG_HAB,0.0,7.0,179.0,249.0,0.0,7.0,33.0,20.0,13.0,218.0,ROU
2015,KG_HAB,0.0,6.0,178.0,247.0,0.0,6.0,33.0,18.0,14.0,216.0,ROU
2016,KG_HAB,0.0,11.0,181.0,261.0,0.0,11.0,35.0,18.0,17.0,242.0,ROU
2017,KG_HAB,0.0,12.0,207.0,272.0,0.0,12.0,38.0,18.0,20.0,259.0,ROU
2018,KG_HAB,0.0,12.0,210.0,272.0,0.0,12.0,30.0,9.0,21.0,255.0,ROU
2019,KG_HAB,0.0,13.0,213.0,280.0,0.0,13.0,32.0,12.0,20.0,258.0,ROU
2020,KG_HAB,0.0,15.0,214.0,290.0,0.0,15.0,34.0,18.0,16.0,264.0,ROU
2021,KG_HAB,0.0,18.0,228.0,302.0,0.0,18.0,34.0,14.0,20.0,280.0,ROU
1995,KG_HAB,1.0,28.0,258.0,295.0,0.0,27.0,8.0,4.0,4.0,294.0,SVK
1996,KG_HAB,1.0,28.0,247.0,275.0,0.0,27.0,8.0,4.0,4.0,282.0,SVK
1997,KG_HAB,1.0,30.0,224.0,274.0,0.0,29.0,14.0,7.0,6.0,270.0,SVK
1998,KG_HAB,1.0,33.0,206.0,259.0,0.0,32.0,12.0,7.0,5.0,253.0,SVK
1999,KG_HAB,1.0,32.0,210.0,261.0,0.0,31.0,12.0,7.0,5.0,256.0,SVK
2000,KG_HAB,1.0,39.0,196.0,254.0,0.0,38.0,13.0,7.0,6.0,249.0,SVK
2001,KG_HAB,1.0,25.0,195.0,239.0,0.0,24.0,13.0,6.0,7.0,234.0,SVK
2002,KG_HAB,12.0,29.0,209.0,270.0,0.0,17.0,13.0,6.0,6.0,256.0,SVK
2003,KG_HAB,12.0,30.0,218.0,281.0,0.0,18.0,16.0,7.0,9.0,266.0,SVK
