LOCATION,TIME,MSW_GEN_T,INC_T,INC%,DIS%,RCY%,Scenario
BEL,2029,5211103.369197586,2336708.332854363,0.4484095147040181,0.0013677014465943,0.5502227838493875,BAU
BEL,2030,5254635.357099067,2357349.5486549675,0.4486228612362537,0.0011543455412326,0.5502227932225137,BAU
BEL,2031,5298583.26979332,2378019.701843705,0.4488029310401804,0.0009742701403515,0.550222798819468,BAU
BEL,2032,5343267.622694764,2398886.2520853463,0.4489549132625176,0.0008222845759173,0.550222802161565,BAU
BEL,2033,5388586.154732041,2419923.450619325,0.4490831882671571,0.0006940075756186,0.5502228041572242,BAU
BEL,2034,5435295.001417482,2441488.06215063,0.4491914535483188,0.0005857411027932,0.5502228053488879,BAU
BEL,2035,5482441.846934896,2463166.988813641,0.4492828300934445,0.0004943638460922,0.5502228060604633,BAU
BEL,2036,5529549.22257125,2484757.97440852,0.4493599522120002,0.000417241302635,0.5502228064853648,BAU
BEL,2037,5576605.02244182,2506265.954170707,0.4494250433883682,0.0003521498725465,0.5502228067390853,BAU
BEL,2038,5623014.326076928,2527432.3686562898,0.4494799803257183,0.0002972127836928,0.5502228068905889,BAU
BEL,2039,5668924.760437395,2548331.039059925,0.4495263470145799,0.0002508460043641,0.5502228069810559,BAU
BEL,2040,5714180.899934887,2568898.481239335,0.4495654803768302,0.0002117125880936,0.5502228070350762,BAU
BEL,2041,5758772.42419015,2589135.494410462,0.4495985087958342,0.0001786841368326,0.5502228070673332,BAU
BEL,2042,5802601.7914464325,2609002.8649949757,0.4496263846402289,0.0001508082731762,0.5502228070865948,BAU
BEL,2043,5845623.057406931,2628483.8916930878,0.4496499117168633,0.0001272811850402,0.5502228070980965,BAU
BEL,2044,5887778.257711452,2647555.88578867,0.4496697684429713,0.0001074244520641,0.5502228071049644,BAU
BEL,2045,5929007.452618192,2666194.772324701,0.4496865274047404,9.066548619403092e-05,0.5502228071090655,BAU
BEL,2046,5969389.323163495,2684438.389253779,0.4497006718655691,7.652102291650396e-05,0.5502228071115143,BAU
BEL,2047,6008682.954371463,2702180.4922677865,0.4497126096995822,6.45831874411968e-05,0.5502228071129766,BAU
BEL,2048,6046924.201493447,2719438.9888054817,0.4497226851518735,5.4507734276699175e-05,0.5502228071138497,BAU
BEL,2049,6084262.769209831,2736282.727951608,0.449731188764382,4.600412124682293e-05,0.5502228071143712,BAU
BEL,2050,6120851.064311032,2752781.554683677,0.4497383657534775,3.882713184005772e-05,0.5502228071146825,BAU
CZE,2010,3334000.0,497000.0,0.1559949780288763,0.6785938480853735,0.1654111738857501,OBS
CZE,2011,3358000.0,610000.0,0.1823072325164375,0.6476389719067543,0.1700537955768081,OBS
CZE,2012,3233000.0,654000.0,0.2022888957624497,0.5654191153727188,0.2319826786266625,OBS
CZE,2013,3228000.0,631000.0,0.1954770755885997,0.5622676579925651,0.2422552664188351,OBS
CZE,2014,3261000.0,604000.0,0.1852192578963508,0.5602575896964122,0.2542164980067464,OBS
CZE,2015,3337000.0,590000.0,0.1768055139346718,0.5259214863649985,0.2972729997003296,OBS
CZE,2016,3580000.0,588000.0,0.1642458100558659,0.4997206703910614,0.3357541899441341,OBS
CZE,2017,5177000.0,905000.0,0.1828282828282828,0.4757575757575757,0.3353535353535353,OBS
CZE,2018,5248000.0,879000.0,0.1747862398091071,0.4831974547623782,0.3362497514416385,OBS
CZE,2019,5338000.0,873000.0,0.1696463272444617,0.4794014768752429,0.3453167508744656,OBS
CZE,2020,5814000.0,737000.0,0.1253188233293657,0.471688488352321,0.4002720625743921,OBS
CZE,2021,5991000.0,726000.0,0.1189578895625102,0.4535474356873669,0.4255284286416516,OBS
CZE,2022,5341946.685661085,849535.1986159497,0.1590310140863595,0.4301362023443857,0.4108327835692547,BAU
CZE,2023,5355327.940901972,886044.5691116945,0.1654510384591802,0.4141709164593724,0.4203780450814475,BAU
CZE,2024,5381858.518067313,931151.0029310216,0.1730166260976716,0.3986389338108814,0.428344440091447,BAU
CZE,2025,5419952.555743064,983815.4824766748,0.1815173605964888,0.3835403960026214,0.4349422434008898,BAU
CZE,2026,5451088.169571952,1039815.0311499026,0.1907536621686224,0.368874445053009,0.4403718927783685,BAU
CZE,2027,5478604.190152489,1098700.484865398,0.2005438697032094,0.3546392823265596,0.4448168479702309,BAU
CZE,2028,5505930.200372973,1160251.8638131528,0.2107276739059563,0.3408322289906948,0.4484400971033488,BAU
CZE,2029,5533445.185182579,1223815.432420615,0.2211669929789382,0.3274497873955115,0.4513832196255501,BAU
CZE,2030,5560915.59536335,1288715.529826856,0.2317452059336015,0.3144877028179073,0.4537670912484911,BAU
CZE,2031,5588331.053758101,1354418.3155839683,0.2423654401564371,0.3019410250583748,0.455693534785188,BAU
CZE,2032,5615903.940004748,1420533.94367135,0.2529484048956416,0.2898041694276584,0.4572474256766999,BAU
CZE,2033,5643649.7108853385,1486707.176522623,0.2634300944750517,0.2780709767102708,0.4584989288146773,BAU
CZE,2034,5677255.68338248,1554203.0122719496,0.2737595590103779,0.2667347717417098,0.4595056692479121,BAU
CZE,2035,5710446.218207477,1621177.7036636954,0.283896851789734,0.2557884202852775,0.4603147279249884,BAU
CZE,2036,5742722.865889914,1687276.3173397724,0.2938112036298491,0.2452243839420321,0.4609644124281188,BAU
CZE,2037,5774681.773394933,1752497.1770340165,0.3034794376216724,0.2350347728730226,0.4614857895053049,BAU
CZE,2038,5805980.807539581,1816602.0759897772,0.312884616089457,0.2252113961561235,0.4619039877544195,BAU
CZE,2039,5836751.814354239,1879521.052856391,0.3220149001768607,0.2157458096401684,0.4622392901829707,BAU
